cedula,nombre,opcion1,opcion2,modalidad,esAbanderado,bachilleratoAfin,capacidadEspecial,porcentajeCapacidadEspecial,esBachiller
1101000533,Andrea Sanchez,Enfermeria,Geologia,PRESENCIAL,1,1,0,0,0
1101000534,Manuel Salazar,Derecho,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000535,Sofia Rios,Telecomunicaciones,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000536,Pablo Ortiz,Bioquimica y Farmacia,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000537,Fernanda Morales,Alimentos,Enfermeria,PRESENCIAL,0,0,0,0,0
1101000538,Gabriela Molina,Enfermeria,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000539,Eduardo Fuentes,Agropecuaria,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000540,Carolina Castro,Comunicacion,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000541,Fernando Herrera,Bioquimica y Farmacia,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000542,Carolina Molina,Artes Escenicas,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000543,Andres Cruz,Ingenieria en Sistemas Computacionales,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000544,Patricia Reyes,Arquitectura,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,0,0,0,0
1101000545,Raul Rodriguez,Bioquimica y Farmacia,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000546,Carolina Delgado,Telecomunicaciones,Medicina,PRESENCIAL,0,0,0,0,0
1101000547,Roberto Torres,Agropecuaria,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000548,Pedro Fernandez,Psicologia,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000549,Eduardo Castro,Finanzas,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000550,Camila Silva,Geologia,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000551,Monica Jimenez,Artes Visuales,Economia,PRESENCIAL,1,0,0,0,0
1101000552,Fernanda Lopez,Biologia,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000553,Javier Fernandez,Telecomunicaciones,Economia,PRESENCIAL,0,0,0,0,0
1101000554,Ricardo Silva,Educacion Basica,Agropecuaria,PRESENCIAL,0,1,0,0,0
1101000555,Roberto Soto,Ingenieria Civil,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000556,Andres Rodriguez,Marketing,Educacion Basica,PRESENCIAL,0,1,0,0,0
1101000557,Antonio Lopez,Administracion de Empresas,Economia,PRESENCIAL,0,0,1,37,0
1101000558,Lucia Martinez,Ingenieria Ambiental,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000559,Monica Torres,Artes Escenicas,Medicina,PRESENCIAL,0,0,0,0,0
1101000560,Fernando Cabrera,Comunicacion,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000561,Javier Gonzalez,Marketing,Medicina,PRESENCIAL,0,0,0,0,0
1101000562,Isabella Vargas,Pedagogia de los Idiomas Nac. y Ext.,Economia,PRESENCIAL,0,0,0,0,0
1101000563,Maria Perez,Derecho,Psicologia Clinica,PRESENCIAL,0,0,1,44,0
1101000564,Francisco Herrera,Artes Visuales,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000565,Eduardo Delgado,Finanzas,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000566,Monica Cabrera,Nutricion y Dietetica,Medicina,PRESENCIAL,0,0,0,0,0
1101000567,Fernanda Aguirre,Pedagogia de los Idiomas Nac. y Ext.,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000568,Luis Jimenez,Finanzas,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000569,Beatriz Herrera,Contabilidad y Auditoria,Psicologia Clinica,PRESENCIAL,0,0,1,55,0
1101000570,Monica Mendoza,Artes Escenicas,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000571,Sebastian Castro,Geologia,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000572,Jorge Jimenez,Educacion Basica,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000573,Pablo Ruiz,Ciencias Politicas y Rel. Internacionales,Marketing,PRESENCIAL,0,0,0,0,0
1101000574,Camila Diaz,Nutricion y Dietetica,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000575,Hector Morales,Artes Escenicas,Biologia,PRESENCIAL,0,0,0,0,0
1101000576,Natalia Castro,Ingenieria en Sistemas Computacionales,Biologia,PRESENCIAL,0,0,0,0,0
1101000577,Laura Rios,Enfermeria,Artes Escenicas,PRESENCIAL,0,0,1,42,0
1101000578,Gabriel Torres,Telecomunicaciones,Artes Escenicas,PRESENCIAL,0,0,1,40,0
1101000579,Diego Reyes,Biologia,Alimentos,PRESENCIAL,0,0,0,0,0
1101000580,Valeria Mendoza,Telecomunicaciones,Artes Visuales,PRESENCIAL,0,1,0,0,0
1101000581,Camila Mendoza,Pedagogia de los Idiomas Nac. y Ext.,Enfermeria,PRESENCIAL,1,0,0,0,0
1101000582,Andres Molina,Ingenieria Civil,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000583,Claudia Romero,Pedagogia de los Idiomas Nac. y Ext.,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000584,Carlos Fuentes,Contabilidad y Auditoria,Ingenieria Civil,PRESENCIAL,0,1,0,0,0
1101000585,Carolina Reyes,Medicina,Artes Visuales,PRESENCIAL,1,0,0,0,0
1101000586,Eduardo Herrera,Psicologia Clinica,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000587,Carlos Herrera,Marketing,Derecho,PRESENCIAL,0,0,0,0,0
1101000588,Adriana Ramirez,Biologia,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000589,Monica Lopez,Economia,Finanzas,PRESENCIAL,0,1,0,0,0
1101000590,Veronica Contreras,Administracion de Empresas,Nutricion y Dietetica,PRESENCIAL,0,0,1,56,0
1101000591,Sebastian Fuentes,Psicopedagogia,Enfermeria,PRESENCIAL,0,1,0,0,0
1101000592,Maria Martinez,Artes Visuales,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000593,Fernando Sanchez,Contabilidad y Auditoria,Educacion Basica,PRESENCIAL,0,1,0,0,0
1101000594,Pedro Ramos,Finanzas,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,1,0,0,0
1101000595,Pedro Contreras,Educacion Basica,Psicopedagogia,PRESENCIAL,0,1,0,0,0
1101000596,Jorge Salazar,Contabilidad y Auditoria,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000597,Lorena Castro,Marketing,Administracion de Empresas,PRESENCIAL,1,0,0,0,0
1101000598,Fernando Jimenez,Economia,Medicina,PRESENCIAL,1,1,0,0,0
1101000599,Antonio Soto,Psicologia Clinica,Bioquimica y Farmacia,PRESENCIAL,0,1,0,0,0
1101000600,Sebastian Vargas,Alimentos,Marketing,PRESENCIAL,0,1,0,0,0
1101000601,Carlos Diaz,Ingenieria Ambiental,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000602,Hector Garcia,Medicina,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000603,David Ibarra,Finanzas,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000604,Monica Alvarez,Alimentos,Finanzas,PRESENCIAL,0,0,0,0,0
1101000605,Roberto Flores,Nutricion y Dietetica,Administracion de Empresas,PRESENCIAL,0,1,0,0,0
1101000606,Andres Fernandez,Agropecuaria,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000607,Claudia Medina,Ingenieria Civil,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000608,Raul Ramirez,Derecho,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,1,44,0
1101000609,Beatriz Mendoza,Medicina,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000610,Raul Molina,Economia,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000611,Claudia Fernandez,Agropecuaria,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000612,Beatriz Medina,Psicologia Clinica,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000613,Juan Flores,Ciencias Politicas y Rel. Internacionales,Derecho,PRESENCIAL,0,0,1,51,0
1101000614,Ricardo Castillo,Biologia,Finanzas,PRESENCIAL,0,0,0,0,0
1101000615,Monica Castillo,Bioquimica y Farmacia,Derecho,PRESENCIAL,0,0,0,0,0
1101000616,Andrea Vega,Biologia,Nutricion y Dietetica,PRESENCIAL,0,0,1,48,0
1101000617,Roberto Garcia,Comunicacion,Psicologia,PRESENCIAL,1,1,0,0,0
1101000618,Claudia Herrera,Ciencias Politicas y Rel. Internacionales,Psicologia,PRESENCIAL,0,0,0,0,0
1101000619,Fernanda Martinez,Arquitectura,Economia,PRESENCIAL,0,0,0,0,0
1101000620,Francisco Rios,Artes Visuales,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000621,Pablo Vargas,Medicina,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000622,Silvia Ramos,Ingenieria Ambiental,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000623,Lorena Castro,Nutricion y Dietetica,Marketing,PRESENCIAL,0,0,0,0,0
1101000624,Monica Cruz,Alimentos,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000625,Roberto Garcia,Pedagogia de los Idiomas Nac. y Ext.,Telecomunicaciones,PRESENCIAL,0,1,0,0,0
1101000626,Lucia Cabrera,Ciencias Politicas y Rel. Internacionales,Psicologia Clinica,PRESENCIAL,0,1,0,0,0
1101000627,Silvia Romero,Arquitectura,Psicologia,PRESENCIAL,0,0,0,0,0
1101000628,Camila Cabrera,Administracion de Empresas,Ingenieria Civil,PRESENCIAL,0,1,0,0,0
1101000629,Francisco Mendoza,Ciencias Politicas y Rel. Internacionales,Geologia,PRESENCIAL,0,0,0,0,0
1101000630,Daniela Silva,Geologia,Biologia,PRESENCIAL,0,0,0,0,0
1101000631,Roberto Salazar,Artes Visuales,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000632,Ricardo Aguirre,Pedagogia de los Idiomas Nac. y Ext.,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000633,Eduardo Ramirez,Artes Visuales,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,0,0,0,0
1101000634,Manuel Mendoza,Artes Visuales,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000635,Pablo Castro,Artes Escenicas,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000636,Patricia Perez,Ciencias Politicas y Rel. Internacionales,Nutricion y Dietetica,PRESENCIAL,1,1,0,0,0
1101000637,Jorge Silva,Ingenieria Civil,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000638,Ana Diaz,Contabilidad y Auditoria,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000639,Claudia Aguirre,Telecomunicaciones,Economia,PRESENCIAL,0,0,0,0,0
1101000640,Javier Diaz,Artes Visuales,Artes Escenicas,PRESENCIAL,1,0,0,0,0
1101000641,Adriana Mendoza,Comunicacion,Enfermeria,PRESENCIAL,1,0,0,0,0
1101000642,Elena Vega,Arquitectura,Economia,PRESENCIAL,0,0,0,0,0
1101000643,Hector Cabrera,Comunicacion,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000644,Felipe Vega,Administracion de Empresas,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000645,Laura Medina,Enfermeria,Alimentos,PRESENCIAL,0,0,0,0,0
1101000646,Sebastian Perez,Biologia,Derecho,PRESENCIAL,0,0,0,0,0
1101000647,Ricardo Salazar,Enfermeria,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000648,Andrea Molina,Comunicacion,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000649,Camila Ramos,Bioquimica y Farmacia,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000650,Sofia Ruiz,Economia,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000651,Hector Ibarra,Ciencias Politicas y Rel. Internacionales,Derecho,PRESENCIAL,0,0,0,0,0
1101000652,Juan Torres,Artes Escenicas,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000653,Claudia Castillo,Enfermeria,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000654,Laura Medina,Finanzas,Psicologia,PRESENCIAL,0,1,0,0,0
1101000655,Elena Guerrero,Ciencias Politicas y Rel. Internacionales,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000656,Beatriz Reyes,Biologia,Comunicacion,PRESENCIAL,0,1,0,0,0
1101000657,Elena Fuentes,Comunicacion,Medicina,PRESENCIAL,0,0,0,0,0
1101000658,Isabella Romero,Arquitectura,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000659,Sandra Romero,Pedagogia de los Idiomas Nac. y Ext.,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000660,Lucia Jimenez,Enfermeria,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000661,Luis Molina,Arquitectura,Economia,PRESENCIAL,0,0,0,0,0
1101000662,Monica Romero,Biologia,Medicina,PRESENCIAL,0,1,1,59,0
1101000663,Claudia Rodriguez,Ingenieria Civil,Educacion Basica,PRESENCIAL,0,0,1,52,0
1101000664,Pedro Diaz,Ingenieria en Sistemas Computacionales,Artes Escenicas,PRESENCIAL,0,1,0,0,0
1101000665,David Medina,Geologia,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000666,Diego Alvarez,Ingenieria en Sistemas Computacionales,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000667,Natalia Guerrero,Medicina,Psicologia,PRESENCIAL,0,1,1,54,0
1101000668,Francisco Alvarez,Comunicacion,Psicologia,PRESENCIAL,0,0,0,0,0
1101000669,Raul Ruiz,Contabilidad y Auditoria,Alimentos,PRESENCIAL,0,0,0,0,0
1101000670,Camila Vargas,Psicopedagogia,Telecomunicaciones,PRESENCIAL,0,1,0,0,0
1101000671,Antonio Martinez,Telecomunicaciones,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000672,Silvia Rodriguez,Marketing,Artes Visuales,PRESENCIAL,0,1,0,0,0
1101000673,Andrea Jimenez,Ingenieria Ambiental,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000674,Luis Reyes,Biologia,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000675,Veronica Sanchez,Psicologia,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000676,Juan Mendoza,Economia,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000677,Fernanda Ramirez,Artes Escenicas,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000678,Elena Herrera,Derecho,Psicologia,PRESENCIAL,0,0,0,0,0
1101000679,Gabriela Ramirez,Comunicacion,Contabilidad y Auditoria,PRESENCIAL,0,0,1,38,0
1101000680,Maria Contreras,Pedagogia de los Idiomas Nac. y Ext.,Medicina,PRESENCIAL,0,0,0,0,0
1101000681,Isabella Garcia,Comunicacion,Finanzas,PRESENCIAL,0,0,0,0,0
1101000682,Elena Sanchez,Ingenieria Ambiental,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000683,Felipe Ramirez,Alimentos,Comunicacion,PRESENCIAL,0,0,0,0,0
1101000684,Pablo Castillo,Telecomunicaciones,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000685,Diego Vega,Administracion de Empresas,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000686,Valeria Rios,Ingenieria Ambiental,Enfermeria,PRESENCIAL,0,0,1,47,0
1101000687,Miguel Garcia,Artes Escenicas,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000688,Lucia Garcia,Enfermeria,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000689,Gabriela Ortiz,Psicologia,Comunicacion,PRESENCIAL,0,0,0,0,0
1101000690,Veronica Rodriguez,Ciencias Politicas y Rel. Internacionales,Finanzas,PRESENCIAL,0,0,0,0,0
1101000691,Eduardo Ruiz,Derecho,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000692,Diego Vega,Administracion de Empresas,Finanzas,PRESENCIAL,0,0,0,0,0
1101000693,Camila Flores,Ingenieria Ambiental,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,1,0,0,0
1101000694,Paola Torres,Derecho,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000695,Roberto Lopez,Economia,Enfermeria,PRESENCIAL,0,0,0,0,0
1101000696,Gabriel Garcia,Psicologia,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000697,Monica Salazar,Psicologia,Artes Escenicas,PRESENCIAL,1,0,0,0,0
1101000698,Felipe Gonzalez,Contabilidad y Auditoria,Derecho,PRESENCIAL,0,0,0,0,0
1101000699,Miguel Castro,Psicopedagogia,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000700,Pablo Contreras,Finanzas,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000701,Veronica Rodriguez,Economia,Agropecuaria,PRESENCIAL,0,1,0,0,0
1101000702,Gabriel Castro,Arquitectura,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000703,Francisco Garcia,Ingenieria en Sistemas Computacionales,Comunicacion,PRESENCIAL,0,1,0,0,0
1101000704,Diego Salazar,Comunicacion,Telecomunicaciones,PRESENCIAL,1,0,0,0,0
1101000705,Patricia Ramos,Agropecuaria,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000706,Fernando Medina,Ingenieria Ambiental,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000707,Antonio Fernandez,Agropecuaria,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000708,Sofia Diaz,Psicopedagogia,Comunicacion,PRESENCIAL,0,0,0,0,0
1101000709,Juan Molina,Ciencias Politicas y Rel. Internacionales,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000710,Ricardo Castro,Ingenieria Ambiental,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000711,Daniel Romero,Psicologia,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000712,Isabella Castro,Comunicacion,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000713,Fernando Ortiz,Marketing,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000714,Pablo Torres,Educacion Basica,Economia,PRESENCIAL,0,0,0,0,0
1101000715,Isabella Contreras,Geologia,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000716,Lorena Martinez,Administracion de Empresas,Agropecuaria,PRESENCIAL,0,1,0,0,0
1101000717,Valeria Rios,Psicopedagogia,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000718,Francisco Garcia,Educacion Basica,Geologia,PRESENCIAL,0,0,0,0,0
1101000719,Felipe Salazar,Enfermeria,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000720,Jorge Ramos,Marketing,Contabilidad y Auditoria,PRESENCIAL,1,0,0,0,0
1101000721,Miguel Ibarra,Administracion de Empresas,Artes Visuales,PRESENCIAL,1,0,1,41,0
1101000722,Sofia Silva,Ingenieria Civil,Geologia,PRESENCIAL,0,0,0,0,0
1101000723,Carolina Perez,Educacion Basica,Artes Visuales,PRESENCIAL,0,1,0,0,0
1101000724,Silvia Cabrera,Ingenieria Ambiental,Geologia,PRESENCIAL,0,0,0,0,0
1101000725,Jorge Delgado,Geologia,Psicopedagogia,PRESENCIAL,1,0,0,0,0
1101000726,Silvia Rodriguez,Ciencias Politicas y Rel. Internacionales,Marketing,PRESENCIAL,0,1,0,0,0
1101000727,Sebastian Fuentes,Arquitectura,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000728,Antonio Rios,Ingenieria Civil,Economia,PRESENCIAL,0,0,0,0,0
1101000729,Lucia Cabrera,Telecomunicaciones,Medicina,PRESENCIAL,0,0,0,0,0
1101000730,Miguel Vargas,Ingenieria en Sistemas Computacionales,Biologia,PRESENCIAL,0,0,0,0,0
1101000731,Javier Ortiz,Economia,Biologia,PRESENCIAL,0,0,0,0,0
1101000732,Luis Aguirre,Administracion de Empresas,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000733,Camila Reyes,Derecho,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000734,Isabella Vargas,Contabilidad y Auditoria,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000735,Pedro Torres,Bioquimica y Farmacia,Artes Visuales,PRESENCIAL,0,0,1,53,0
1101000736,Carlos Rios,Ingenieria Ambiental,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,0,0,0,0
1101000737,Antonio Silva,Derecho,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000738,Miguel Molina,Psicologia Clinica,Enfermeria,PRESENCIAL,0,0,0,0,0
1101000739,Carlos Contreras,Ingenieria Ambiental,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000740,Laura Ramos,Alimentos,Biologia,PRESENCIAL,0,1,0,0,0
1101000741,Veronica Fernandez,Biologia,Geologia,PRESENCIAL,0,0,0,0,0
1101000742,Daniela Silva,Derecho,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,0,0,0,0
1101000743,Roberto Guerrero,Ingenieria Ambiental,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000744,Antonio Vargas,Arquitectura,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000745,Alejandro Reyes,Psicologia Clinica,Arquitectura,PRESENCIAL,0,1,0,0,0
1101000746,Camila Castro,Derecho,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000747,Raul Mendoza,Ingenieria en Sistemas Computacionales,Derecho,PRESENCIAL,0,0,0,0,0
1101000748,Monica Fernandez,Artes Visuales,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000749,Manuel Fernandez,Alimentos,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000750,Sebastian Ruiz,Medicina,Alimentos,PRESENCIAL,0,0,0,0,0
1101000751,Jorge Molina,Psicologia,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000752,Eduardo Mendoza,Artes Escenicas,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000753,Alejandro Ibarra,Marketing,Derecho,PRESENCIAL,0,1,0,0,0
1101000754,Paola Castro,Pedagogia de los Idiomas Nac. y Ext.,Psicopedagogia,PRESENCIAL,0,0,1,41,0
1101000755,Paola Vargas,Biologia,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000756,Monica Silva,Alimentos,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000757,David Castro,Administracion de Empresas,Contabilidad y Auditoria,PRESENCIAL,0,1,0,0,0
1101000758,Sebastian Gonzalez,Contabilidad y Auditoria,Administracion de Empresas,PRESENCIAL,0,1,0,0,0
1101000759,Fernando Aguirre,Enfermeria,Medicina,PRESENCIAL,0,0,0,0,0
1101000760,Pedro Ortiz,Psicopedagogia,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000761,Miguel Castillo,Educacion Basica,Marketing,PRESENCIAL,0,1,0,0,0
1101000762,Andres Lopez,Enfermeria,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000763,Lucia Fuentes,Finanzas,Psicologia,PRESENCIAL,0,0,0,0,0
1101000764,Camila Cabrera,Psicopedagogia,Alimentos,PRESENCIAL,0,0,0,0,0
1101000765,Carolina Fuentes,Marketing,Geologia,PRESENCIAL,0,0,0,0,0
1101000766,Natalia Guerrero,Agropecuaria,Finanzas,PRESENCIAL,0,1,0,0,0
1101000767,Hector Ramirez,Ingenieria Ambiental,Marketing,PRESENCIAL,0,1,0,0,0
1101000768,Hector Rios,Marketing,Medicina,PRESENCIAL,0,0,0,0,0
1101000769,Juan Aguirre,Ingenieria Ambiental,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000770,Andres Medina,Arquitectura,Geologia,PRESENCIAL,0,1,0,0,0
1101000771,Carolina Ibarra,Ingenieria en Sistemas Computacionales,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000772,Gabriela Castro,Contabilidad y Auditoria,Bioquimica y Farmacia,PRESENCIAL,0,0,0,0,0
1101000773,Claudia Vega,Finanzas,Educacion Basica,PRESENCIAL,0,0,1,37,0
1101000774,Daniel Lopez,Administracion de Empresas,Nutricion y Dietetica,PRESENCIAL,0,1,0,0,0
1101000775,Juan Vargas,Bioquimica y Farmacia,Administracion de Empresas,PRESENCIAL,1,0,0,0,0
1101000776,Andrea Guerrero,Alimentos,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000777,Valeria Martinez,Finanzas,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000778,Sebastian Medina,Arquitectura,Medicina,PRESENCIAL,0,0,0,0,0
1101000779,Elena Vega,Economia,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000780,Pedro Ramos,Artes Escenicas,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000781,Ricardo Flores,Pedagogia de los Idiomas Nac. y Ext.,Ingenieria Civil,PRESENCIAL,1,0,0,0,0
1101000782,Sebastian Rios,Pedagogia de los Idiomas Nac. y Ext.,Marketing,PRESENCIAL,0,0,0,0,0
1101000783,Isabella Torres,Economia,Artes Escenicas,PRESENCIAL,0,1,0,0,0
1101000784,Veronica Torres,Geologia,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000785,Javier Rios,Artes Visuales,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000786,Andrea Gonzalez,Artes Escenicas,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000787,Ana Martinez,Ingenieria Ambiental,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000788,Andrea Vargas,Biologia,Psicologia,PRESENCIAL,0,0,0,0,0
1101000789,David Reyes,Medicina,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000790,Carlos Soto,Artes Visuales,Alimentos,PRESENCIAL,0,0,0,0,0
1101000791,Antonio Morales,Comunicacion,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000792,Francisco Aguirre,Administracion de Empresas,Bioquimica y Farmacia,PRESENCIAL,0,0,0,0,0
1101000793,Daniel Guerrero,Alimentos,Medicina,PRESENCIAL,0,0,0,0,0
1101000794,Maria Ibarra,Telecomunicaciones,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000795,Pablo Fuentes,Arquitectura,Geologia,PRESENCIAL,0,0,0,0,0
1101000796,Valeria Ibarra,Marketing,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000797,Pablo Rodriguez,Enfermeria,Telecomunicaciones,PRESENCIAL,0,0,1,39,0
1101000798,Andrea Reyes,Nutricion y Dietetica,Enfermeria,PRESENCIAL,0,0,0,0,0
1101000799,Carolina Ibarra,Artes Visuales,Psicologia,PRESENCIAL,0,0,0,0,0
1101000800,Luis Perez,Contabilidad y Auditoria,Artes Escenicas,PRESENCIAL,0,0,1,56,0
1101000801,Ana Guerrero,Comunicacion,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000802,Lorena Martinez,Arquitectura,Psicopedagogia,PRESENCIAL,0,1,1,45,0
