id,cedulaPostulante,numeroOpcion,nombreCarrera,tipoExamen,fecha,hora,lugar,aula,puntajeObtenido
,1101000274,1,Psicopedagogia,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,114,13.84
,1101000274,2,Bioquimica y Farmacia,ADMISION,2024-11-15,09:00,Campus Utpl,114,13.84
,1101000275,1,Agropecuaria,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,115,38.3
,1101000275,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,09:00,Campus Utpl,115,38.3
,1101000276,1,Alimentos,ADMISION,2024-11-15,08:00,Campus Utpl,116,70.64
,1101000276,2,Derecho,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,116,70.64
,1101000277,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,10:00,Campus Utpl,117,41.49
,1101000277,2,Psicologia,ADMISION,2024-11-16,10:00,Campus Utpl,117,41.49
,1101000278,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,118,54.26
,1101000278,2,Psicologia Clinica,ADMISION,2024-11-15,11:00,Campus Utpl,118,54.26
,1101000279,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,119,6.23
,1101000279,2,Marketing,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,119,6.23
,1101000280,1,Psicologia Clinica,ADMISION,2024-11-15,14:00,Campus Utpl,120,38.95
,1101000280,2,Artes Escenicas,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,120,38.95
,1101000281,1,Psicologia,ADMISION,2024-11-16,08:00,Campus Utpl,121,94.61
,1101000281,2,Psicologia Clinica,ADMISION,2024-11-16,08:00,Campus Utpl,121,94.61
,1101000282,1,Enfermeria,ADMISION,2024-11-15,14:00,Campus Utpl,122,85.67
,1101000282,2,Telecomunicaciones,ADMISION,2024-11-15,14:00,Campus Utpl,122,85.67
,1101000283,1,Finanzas,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,123,38.04
,1101000283,2,Artes Escenicas,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,123,38.04
,1101000284,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,10:00,Campus Utpl,124,94.27
,1101000284,2,Comunicacion,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,124,94.27
,1101000285,1,Marketing,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,125,75.35
,1101000285,2,Derecho,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,125,75.35
,1101000286,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,126,53.82
,1101000286,2,Ingenieria Ambiental,ADMISION,2024-11-15,15:00,Campus Utpl,126,53.82
,1101000287,1,Geologia,ADMISION,2024-11-16,14:00,Campus Utpl,127,54.61
,1101000287,2,Psicologia Clinica,ADMISION,2024-11-16,14:00,Campus Utpl,127,54.61
,1101000288,1,Nutricion y Dietetica,ADMISION,2024-11-15,11:00,Campus Utpl,128,89.78
,1101000288,2,Marketing,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,128,89.78
,1101000289,1,Economia,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,129,21.94
,1101000289,2,Administracion de Empresas,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,129,21.94
,1101000290,1,Derecho,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,101,48.56
,1101000290,2,Comunicacion,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,101,48.56
,1101000291,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,102,33.61
,1101000291,2,Alimentos,ADMISION,2024-11-16,15:00,Campus Utpl,102,33.61
,1101000292,1,Derecho,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,103,79.81
,1101000292,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,15:00,Campus Utpl,103,79.81
,1101000293,1,Telecomunicaciones,ADMISION,2024-11-16,11:00,Campus Utpl,104,16.5
,1101000293,2,Nutricion y Dietetica,ADMISION,2024-11-16,11:00,Campus Utpl,104,16.5
,1101000294,1,Ingenieria Ambiental,ADMISION,2024-11-15,14:00,Campus Utpl,105,91.95
,1101000294,2,Enfermeria,ADMISION,2024-11-15,14:00,Campus Utpl,105,91.95
,1101000295,1,Bioquimica y Farmacia,ADMISION,2024-11-16,11:00,Campus Utpl,106,53.41
,1101000295,2,Agropecuaria,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,106,53.41
,1101000296,1,Nutricion y Dietetica,ADMISION,2024-11-15,15:00,Campus Utpl,107,59.19
,1101000296,2,Administracion de Empresas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,107,59.19
,1101000297,1,Ingenieria Ambiental,ADMISION,2024-11-16,15:00,Campus Utpl,108,2.71
,1101000297,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,15:00,Campus Utpl,108,2.71
,1101000298,1,Enfermeria,ADMISION,2024-11-15,11:00,Campus Utpl,109,42.86
,1101000298,2,Administracion de Empresas,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,109,42.86
,1101000299,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,110,18.17
,1101000299,2,Psicologia Clinica,ADMISION,2024-11-16,10:00,Campus Utpl,110,18.17
,1101000300,1,Psicologia,ADMISION,2024-11-15,09:00,Campus Utpl,111,37.91
,1101000300,2,Biologia,ADMISION,2024-11-15,09:00,Campus Utpl,111,37.91
,1101000301,1,Derecho,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,112,45.47
,1101000301,2,Telecomunicaciones,ADMISION,2024-11-16,10:00,Campus Utpl,112,45.47
,1101000302,1,Marketing,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,113,76.12
,1101000302,2,Arquitectura,ADMISION,2024-11-15,11:00,Campus Utpl,113,76.12
,1101000303,1,Finanzas,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,114,27.83
,1101000303,2,Artes Escenicas,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,114,27.83
,1101000304,1,Psicologia,ADMISION,2024-11-15,08:00,Campus Utpl,115,25.23
,1101000304,2,Derecho,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,115,25.23
,1101000305,1,Arquitectura,ADMISION,2024-11-16,15:00,Campus Utpl,116,47.03
,1101000305,2,Artes Escenicas,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,116,47.03
,1101000306,1,Alimentos,ADMISION,2024-11-15,10:00,Campus Utpl,117,53.94
,1101000306,2,Biologia,ADMISION,2024-11-15,10:00,Campus Utpl,117,53.94
,1101000307,1,Derecho,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,118,22.42
,1101000307,2,Ingenieria Civil,ADMISION,2024-11-16,08:00,Campus Utpl,118,22.42
,1101000308,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,119,78.12
,1101000308,2,Derecho,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,119,78.12
,1101000309,1,Comunicacion,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,120,4.03
,1101000309,2,Ingenieria Ambiental,ADMISION,2024-11-16,08:00,Campus Utpl,120,4.03
,1101000310,1,Psicopedagogia,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,121,94.96
,1101000310,2,Derecho,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,121,94.96
,1101000311,1,Ingenieria Civil,ADMISION,2024-11-16,14:00,Campus Utpl,122,83.92
,1101000311,2,Marketing,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,122,83.92
,1101000312,1,Comunicacion,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,123,15.24
,1101000312,2,Arquitectura,ADMISION,2024-11-15,09:00,Campus Utpl,123,15.24
,1101000313,1,Geologia,ADMISION,2024-11-16,08:00,Campus Utpl,124,47.36
,1101000313,2,Telecomunicaciones,ADMISION,2024-11-16,08:00,Campus Utpl,124,47.36
,1101000314,1,Artes Visuales,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,125,56.4
,1101000314,2,Bioquimica y Farmacia,ADMISION,2024-11-15,09:00,Campus Utpl,125,56.4
,1101000315,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,126,46.5
,1101000315,2,Telecomunicaciones,ADMISION,2024-11-16,10:00,Campus Utpl,126,46.5
,1101000316,1,Psicopedagogia,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,127,76.69
,1101000316,2,Ingenieria Civil,ADMISION,2024-11-15,09:00,Campus Utpl,127,76.69
,1101000317,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,15:00,Campus Utpl,128,60.59
,1101000317,2,Economia,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,128,60.59
,1101000318,1,Medicina,ADMISION,2024-11-15,09:00,Campus Utpl,129,71.84
,1101000318,2,Psicologia,ADMISION,2024-11-15,09:00,Campus Utpl,129,71.84
,1101000319,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,08:00,Campus Utpl,101,96.47
,1101000319,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,101,96.47
,1101000320,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,10:00,Campus Utpl,102,57.87
,1101000320,2,Psicologia,ADMISION,2024-11-15,10:00,Campus Utpl,102,57.87
,1101000321,1,Agropecuaria,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,103,57.58
,1101000321,2,Telecomunicaciones,ADMISION,2024-11-16,11:00,Campus Utpl,103,57.58
,1101000322,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,104,39.67
,1101000322,2,Ingenieria Civil,ADMISION,2024-11-15,15:00,Campus Utpl,104,39.67
,1101000323,1,Psicologia,ADMISION,2024-11-16,14:00,Campus Utpl,105,19.83
,1101000323,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,14:00,Campus Utpl,105,19.83
,1101000324,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,106,69.06
,1101000324,2,Derecho,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,106,69.06
,1101000325,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,15:00,Campus Utpl,107,24.28
,1101000325,2,Nutricion y Dietetica,ADMISION,2024-11-16,15:00,Campus Utpl,107,24.28
,1101000326,1,Medicina,ADMISION,2024-11-15,15:00,Campus Utpl,108,77.25
,1101000326,2,Ingenieria Civil,ADMISION,2024-11-15,15:00,Campus Utpl,108,77.25
,1101000327,1,Psicopedagogia,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,109,60.04
,1101000327,2,Artes Escenicas,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,109,60.04
,1101000328,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,110,79.62
,1101000328,2,Nutricion y Dietetica,ADMISION,2024-11-15,14:00,Campus Utpl,110,79.62
,1101000329,1,Finanzas,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,111,78.26
,1101000329,2,Agropecuaria,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,111,78.26
,1101000330,1,Educacion Basica,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,112,53.27
,1101000330,2,Psicologia,ADMISION,2024-11-15,15:00,Campus Utpl,112,53.27
,1101000331,1,Alimentos,ADMISION,2024-11-16,14:00,Campus Utpl,113,37.06
,1101000331,2,Marketing,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,113,37.06
,1101000332,1,Artes Visuales,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,114,64.75
,1101000332,2,Nutricion y Dietetica,ADMISION,2024-11-15,08:00,Campus Utpl,114,64.75
,1101000333,1,Psicologia Clinica,ADMISION,2024-11-16,11:00,Campus Utpl,115,84.96
,1101000333,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,115,84.96
,1101000334,1,Derecho,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,116,10.55
,1101000334,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,10:00,Campus Utpl,116,10.55
,1101000335,1,Telecomunicaciones,ADMISION,2024-11-16,11:00,Campus Utpl,117,63.56
,1101000335,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,11:00,Campus Utpl,117,63.56
,1101000336,1,Nutricion y Dietetica,ADMISION,2024-11-15,11:00,Campus Utpl,118,70.73
,1101000336,2,Enfermeria,ADMISION,2024-11-15,11:00,Campus Utpl,118,70.73
,1101000337,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,119,17.61
,1101000337,2,Ingenieria Ambiental,ADMISION,2024-11-16,14:00,Campus Utpl,119,17.61
,1101000338,1,Derecho,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,120,96.55
,1101000338,2,Bioquimica y Farmacia,ADMISION,2024-11-15,10:00,Campus Utpl,120,96.55
,1101000339,1,Alimentos,ADMISION,2024-11-16,14:00,Campus Utpl,121,61.59
,1101000339,2,Psicopedagogia,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,121,61.59
,1101000340,1,Geologia,ADMISION,2024-11-15,11:00,Campus Utpl,122,77.46
,1101000340,2,Finanzas,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,122,77.46
,1101000341,1,Ingenieria Ambiental,ADMISION,2024-11-16,15:00,Campus Utpl,123,43.56
,1101000341,2,Educacion Basica,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,123,43.56
,1101000342,1,Enfermeria,ADMISION,2024-11-15,10:00,Campus Utpl,124,59.25
,1101000342,2,Biologia,ADMISION,2024-11-15,10:00,Campus Utpl,124,59.25
,1101000343,1,Ingenieria Ambiental,ADMISION,2024-11-16,08:00,Campus Utpl,125,85.17
,1101000343,2,Agropecuaria,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,125,85.17
,1101000344,1,Psicologia Clinica,ADMISION,2024-11-15,11:00,Campus Utpl,126,27.89
,1101000344,2,Artes Escenicas,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,126,27.89
,1101000345,1,Psicologia Clinica,ADMISION,2024-11-16,11:00,Campus Utpl,127,24.39
,1101000345,2,Ingenieria Civil,ADMISION,2024-11-16,11:00,Campus Utpl,127,24.39
,1101000346,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,128,56.98
,1101000346,2,Ingenieria Civil,ADMISION,2024-11-15,15:00,Campus Utpl,128,56.98
,1101000347,1,Ingenieria Ambiental,ADMISION,2024-11-16,08:00,Campus Utpl,129,37.9
,1101000347,2,Psicologia Clinica,ADMISION,2024-11-16,08:00,Campus Utpl,129,37.9
,1101000348,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,10:00,Campus Utpl,101,49.43
,1101000348,2,Artes Escenicas,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,101,49.43
,1101000349,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,102,18.18
,1101000349,2,Bioquimica y Farmacia,ADMISION,2024-11-16,09:00,Campus Utpl,102,18.18
,1101000350,1,Economia,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,103,35.48
,1101000350,2,Ingenieria Civil,ADMISION,2024-11-15,10:00,Campus Utpl,103,35.48
,1101000351,1,Psicologia Clinica,ADMISION,2024-11-16,14:00,Campus Utpl,104,34.03
,1101000351,2,Comunicacion,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,104,34.03
,1101000352,1,Psicologia,ADMISION,2024-11-15,10:00,Campus Utpl,105,70.12
,1101000352,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,10:00,Campus Utpl,105,70.12
,1101000353,1,Economia,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,106,55.58
,1101000353,2,Alimentos,ADMISION,2024-11-16,14:00,Campus Utpl,106,55.58
,1101000354,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,08:00,Campus Utpl,107,94.81
,1101000354,2,Artes Visuales,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,107,94.81
,1101000355,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,11:00,Campus Utpl,108,24.14
,1101000355,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,108,24.14
,1101000356,1,Ingenieria Civil,ADMISION,2024-11-15,09:00,Campus Utpl,109,48.86
,1101000356,2,Comunicacion,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,109,48.86
,1101000357,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,15:00,Campus Utpl,110,69.06
,1101000357,2,Alimentos,ADMISION,2024-11-16,15:00,Campus Utpl,110,69.06
,1101000358,1,Psicologia Clinica,ADMISION,2024-11-15,11:00,Campus Utpl,111,71.18
,1101000358,2,Agropecuaria,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,111,71.18
,1101000359,1,Bioquimica y Farmacia,ADMISION,2024-11-16,08:00,Campus Utpl,112,79.29
,1101000359,2,Psicologia,ADMISION,2024-11-16,08:00,Campus Utpl,112,79.29
,1101000360,1,Psicopedagogia,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,113,29.42
,1101000360,2,Enfermeria,ADMISION,2024-11-15,11:00,Campus Utpl,113,29.42
,1101000361,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,114,69.18
,1101000361,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,114,69.18
,1101000362,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,115,66.4
,1101000362,2,Ingenieria Civil,ADMISION,2024-11-15,10:00,Campus Utpl,115,66.4
,1101000363,1,Artes Visuales,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,116,47.33
,1101000363,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,116,47.33
,1101000364,1,Alimentos,ADMISION,2024-11-15,15:00,Campus Utpl,117,34.38
,1101000364,2,Psicologia,ADMISION,2024-11-15,15:00,Campus Utpl,117,34.38
,1101000365,1,Nutricion y Dietetica,ADMISION,2024-11-16,10:00,Campus Utpl,118,55.04
,1101000365,2,Arquitectura,ADMISION,2024-11-16,10:00,Campus Utpl,118,55.04
,1101000366,1,Biologia,ADMISION,2024-11-15,10:00,Campus Utpl,119,70.29
,1101000366,2,Alimentos,ADMISION,2024-11-15,10:00,Campus Utpl,119,70.29
,1101000367,1,Comunicacion,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,120,30.66
,1101000367,2,Psicopedagogia,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,120,30.66
,1101000368,1,Geologia,ADMISION,2024-11-15,09:00,Campus Utpl,121,12.07
,1101000368,2,Psicopedagogia,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,121,12.07
,1101000369,1,Finanzas,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,122,31.55
,1101000369,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,15:00,Campus Utpl,122,31.55
,1101000370,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,123,53.59
,1101000370,2,Ingenieria Civil,ADMISION,2024-11-15,15:00,Campus Utpl,123,53.59
,1101000371,1,Comunicacion,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,124,18.51
,1101000371,2,Artes Escenicas,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,124,18.51
,1101000372,1,Ingenieria Civil,ADMISION,2024-11-15,10:00,Campus Utpl,125,73.86
,1101000372,2,Medicina,ADMISION,2024-11-15,10:00,Campus Utpl,125,73.86
,1101000373,1,Medicina,ADMISION,2024-11-16,14:00,Campus Utpl,126,72.46
,1101000373,2,Economia,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,126,72.46
,1101000374,1,Derecho,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,127,59.68
,1101000374,2,Artes Visuales,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,127,59.68
,1101000375,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,128,83.26
,1101000375,2,Ingenieria Civil,ADMISION,2024-11-16,10:00,Campus Utpl,128,83.26
,1101000376,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,09:00,Campus Utpl,129,22.75
,1101000376,2,Administracion de Empresas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,129,22.75
,1101000377,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,101,30.23
,1101000377,2,Finanzas,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,101,30.23
,1101000378,1,Alimentos,ADMISION,2024-11-15,10:00,Campus Utpl,102,53.41
,1101000378,2,Psicopedagogia,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,102,53.41
,1101000379,1,Bioquimica y Farmacia,ADMISION,2024-11-16,08:00,Campus Utpl,103,4.55
,1101000379,2,Agropecuaria,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,103,4.55
,1101000380,1,Bioquimica y Farmacia,ADMISION,2024-11-15,15:00,Campus Utpl,104,55.34
,1101000380,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,104,55.34
,1101000381,1,Enfermeria,ADMISION,2024-11-16,15:00,Campus Utpl,105,94.41
,1101000381,2,Finanzas,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,105,94.41
,1101000382,1,Enfermeria,ADMISION,2024-11-15,11:00,Campus Utpl,106,86.85
,1101000382,2,Nutricion y Dietetica,ADMISION,2024-11-15,11:00,Campus Utpl,106,86.85
,1101000383,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,107,10.26
,1101000383,2,Ingenieria Ambiental,ADMISION,2024-11-16,08:00,Campus Utpl,107,10.26
,1101000384,1,Bioquimica y Farmacia,ADMISION,2024-11-15,11:00,Campus Utpl,108,57.41
,1101000384,2,Biologia,ADMISION,2024-11-15,11:00,Campus Utpl,108,57.41
,1101000385,1,Biologia,ADMISION,2024-11-16,10:00,Campus Utpl,109,47.87
,1101000385,2,Agropecuaria,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,109,47.87
,1101000386,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,110,18.44
,1101000386,2,Ingenieria Civil,ADMISION,2024-11-15,08:00,Campus Utpl,110,18.44
,1101000387,1,Psicopedagogia,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,111,25.25
,1101000387,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,11:00,Campus Utpl,111,25.25
,1101000388,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,08:00,Campus Utpl,112,11.41
,1101000388,2,Finanzas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,112,11.41
,1101000389,1,Agropecuaria,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,113,40.07
,1101000389,2,Administracion de Empresas,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,113,40.07
,1101000390,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,15:00,Campus Utpl,114,57.7
,1101000390,2,Economia,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,114,57.7
,1101000391,1,Educacion Basica,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,115,5.36
,1101000391,2,Geologia,ADMISION,2024-11-16,09:00,Campus Utpl,115,5.36
,1101000392,1,Ingenieria Civil,ADMISION,2024-11-15,10:00,Campus Utpl,116,81.11
,1101000392,2,Finanzas,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,116,81.11
,1101000393,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,117,8.52
,1101000393,2,Agropecuaria,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,117,8.52
,1101000394,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,11:00,Campus Utpl,118,11.85
,1101000394,2,Biologia,ADMISION,2024-11-15,11:00,Campus Utpl,118,11.85
,1101000395,1,Educacion Basica,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,119,60.63
,1101000395,2,Comunicacion,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,119,60.63
,1101000396,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,120,22.57
,1101000396,2,Psicologia Clinica,ADMISION,2024-11-15,14:00,Campus Utpl,120,22.57
,1101000397,1,Finanzas,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,121,38.04
,1101000397,2,Alimentos,ADMISION,2024-11-16,11:00,Campus Utpl,121,38.04
,1101000398,1,Psicopedagogia,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,122,29.74
,1101000398,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,14:00,Campus Utpl,122,29.74
,1101000399,1,Arquitectura,ADMISION,2024-11-16,10:00,Campus Utpl,123,99
,1101000399,2,Psicopedagogia,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,123,99
,1101000400,1,Psicologia Clinica,ADMISION,2024-11-15,08:00,Campus Utpl,124,56.86
,1101000400,2,Biologia,ADMISION,2024-11-15,08:00,Campus Utpl,124,56.86
,1101000401,1,Geologia,ADMISION,2024-11-16,15:00,Campus Utpl,125,60.96
,1101000401,2,Biologia,ADMISION,2024-11-16,15:00,Campus Utpl,125,60.96
,1101000402,1,Biologia,ADMISION,2024-11-15,09:00,Campus Utpl,126,9.92
,1101000402,2,Agropecuaria,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,126,9.92
,1101000403,1,Psicologia,ADMISION,2024-11-16,10:00,Campus Utpl,127,62.55
,1101000403,2,Comunicacion,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,127,62.55
,1101000404,1,Alimentos,ADMISION,2024-11-15,09:00,Campus Utpl,128,66.04
,1101000404,2,Arquitectura,ADMISION,2024-11-15,09:00,Campus Utpl,128,66.04
,1101000405,1,Psicologia Clinica,ADMISION,2024-11-16,14:00,Campus Utpl,129,23.99
,1101000405,2,Artes Escenicas,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,129,23.99
,1101000406,1,Bioquimica y Farmacia,ADMISION,2024-11-15,08:00,Campus Utpl,101,7.51
,1101000406,2,Derecho,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,101,7.51
,1101000407,1,Comunicacion,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,102,40.85
,1101000407,2,Enfermeria,ADMISION,2024-11-16,15:00,Campus Utpl,102,40.85
,1101000408,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,10:00,Campus Utpl,103,59.38
,1101000408,2,Bioquimica y Farmacia,ADMISION,2024-11-15,10:00,Campus Utpl,103,59.38
,1101000409,1,Enfermeria,ADMISION,2024-11-16,10:00,Campus Utpl,104,3.26
,1101000409,2,Psicopedagogia,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,104,3.26
